school_year,dpi_true_id,school_name,accurate_agency_type,total_enrollment
2017-18,3619_0210,King International Baccalaureate Middle,Traditional Public,483
2017-18,3619_0199,King Jr Elementary,Traditional Public,287
2017-18,3619_0337,Kluge Elementary,Traditional Public,296
2017-18,3619_1121,La Causa Charter School,Non-Instrumentality Charter,788
2017-18,3619_0296,Lad Lake Synergy School,Partnership,59
2017-18,3619_0238,LaFollette Elementary,Traditional Public,265
2017-18,3619_0241,Lancaster Elementary,Traditional Public,358
2017-18,3619_0115,Lee Learning Center,Traditional Public,77
2017-18,3619_0250,Lincoln Avenue Elementary,Traditional Public,506
2017-18,3619_0006,Lincoln Middle,Traditional Public,663
2017-18,3619_0256,Longfellow Elementary,Traditional Public,845
2017-18,3619_0257,Lowell International Elementary,Traditional Public,259
2017-18,3619_0870,MacDowell Montessori School K3-12,Traditional Public,774
2017-18,3619_0265,Manitoba Elementary,Traditional Public,545
2017-18,3619_0267,Maple Tree Elementary,Traditional Public,276
2017-18,3619_0008,Marshall High,Traditional Public,801
2017-18,3619_0268,Maryland Montessori,Traditional Public,452
2017-18,3619_0176,Meir School,Traditional Public,1147
2017-18,3619_0525,Metcalfe Elementary,Traditional Public,286
2017-18,3619_0103,Milwaukee Academy of Chinese Language,Traditional Public,493
2017-18,3619_0123,Milwaukee College Preparatory School -- 36th Street Campus,Non-Instrumentality Charter,508
2017-18,3619_0111,Milwaukee College Preparatory School -- 38th Street,Non-Instrumentality Charter,504
2017-18,3619_0145,Milwaukee College Preparatory School -- Lloyd Street,Non-Instrumentality Charter,498
2017-18,3619_0121,Milwaukee College Preparatory School: Lola Rowe North Campus,Non-Instrumentality Charter,500
2017-18,3619_0441,Milwaukee Community Cyber High,Non-Instrumentality Charter,189
2017-18,3619_0315,Milwaukee County Youth Education Center,Traditional Public,35
2017-18,3619_0118,Milwaukee Environmental Science Academy,Non-Instrumentality Charter,405
2017-18,3619_0885,Milwaukee Excellence Charter School,Non-Instrumentality Charter,239
2017-18,3619_0140,Milwaukee French Immersion,Traditional Public,614
2017-18,3619_0146,Milwaukee German Immersion,Traditional Public,607
2017-18,3619_0038,Milwaukee High School of the Arts,Traditional Public,874
2017-18,3619_0362,Milwaukee Parkside School,Traditional Public,805
2017-18,3619_0071,Milwaukee School of Languages,Traditional Public,1174
2017-18,3619_0226,Milwaukee Sign Language Elementary,Traditional Public,558
2017-18,3619_0167,Milwaukee Spanish Immersion,Traditional Public,680
2017-18,3619_0274,Mitchell Elementary,Traditional Public,663
2017-18,3619_0277,Morgandale Elementary,Traditional Public,589
2017-18,3619_0052,Morse Mid,Traditional Public,306
2017-18,3619_0283,Neeskara Elementary,Traditional Public,370
2017-18,3619_1141,Next Door Charter,Non-Instrumentality Charter,304
2017-18,3619_0289,Ninety-Fifth Street Elementary,Traditional Public,409
2017-18,3619_0419,North Division High 0419,Traditional Public,355
2017-18,3619_0474,NOVA Tech-Northwest Opportunities Vocational Academy Technical High,Non-Instrumentality Charter,99
2017-18,3619_1072,NOVA-Northwest Opportunities Vocational Academy,Partnership,117
2017-18,3619_0840,Obama School of Career and Technical Education,Traditional Public,730
2017-18,3619_0301,Parkview Elementary,Traditional Public,424
2017-18,3619_0307,Pierce Elementary,Traditional Public,355
2017-18,3619_0325,Pratt Elementary,Traditional Public,276
2017-18,3619_0458,Project STAY-Supporting Teachers and Youth,Traditional Public,252
2017-18,3619_0026,Pulaski High,Traditional Public,966
2017-18,3619_0435,Reagan College Preparatory High,Traditional Public,1336
2017-18,3619_0313,Riley Elementary,Traditional Public,498
2017-18,3619_0194,River Trail Elementary,Traditional Public,452
2017-18,3619_0029,Riverside High,Traditional Public,1512
2017-18,3619_0177,Rogers Street Academy,Traditional Public,643
2017-18,3619_0059,Roosevelt Middle,Traditional Public,385
2017-18,3619_1074,Shalom High,Partnership,119
2017-18,3619_0319,Sherman Elementary,Traditional Public,342
2017-18,3619_0107,Siefert Elementary,Traditional Public,285
2017-18,3619_0442,South Accelerated Academy,Traditional Public,68
2017-18,3619_0032,South Division High,Traditional Public,1016
2017-18,3619_1086,Southeastern,Partnership,27
2017-18,3619_0312,Starms Discovery,Traditional Public,347
2017-18,3619_0149,Starms Early Childhood,Traditional Public,298
2017-18,3619_0343,Story Elementary,Traditional Public,421
2017-18,3619_0344,Stuart Elementary,Traditional Public,308
2017-18,3619_0360,Thoreau Elementary,Traditional Public,449
2017-18,3619_0154,Thurston Woods Elementary,Traditional Public,421
2017-18,3619_0365,Townsend Street Elementary,Traditional Public,333
2017-18,3619_0433,Transition High,Traditional Public,183
2017-18,3619_0368,Trowbridge Street School of Great Lakes Studies,Traditional Public,261
2017-18,3619_0387,Victory Elementary,Traditional Public,553
2017-18,3619_0390,Vieau Elementary,Traditional Public,733
2017-18,3619_0448,Vincent Accelerated Academy,Traditional Public,54
2017-18,3619_0033,Vincent High,Traditional Public,820
2017-18,3619_0204,Wedgewood Park School,Traditional Public,912
2017-18,3619_0130,Westside Academy,Traditional Public,285
2017-18,3619_0397,Whitman Elementary,Traditional Public,412
2017-18,3619_0398,Whittier Elementary,Instrumentality Charter,220
2017-18,3619_0424,WHS Information Technology,Traditional Public,620
2017-18,3619_0399,Wisconsin Conservatory of Lifelong Learning,Traditional Public,631
2017-18,3619_0295,Zablocki Elementary,Traditional Public,384
2017-18,8106_1251,Milwaukee Academy of Science,2r/2x Charter,1064
2017-18,8127_0400,Milwaukee Collegiate Academy,2r/2x Charter,287
2017-18,8128_0800,Milwaukee Math and Science Academy,2r/2x Charter,307
2017-18,8129_0100,Milwaukee Scholars Charter School,2r/2x Charter,642
2017-18,8138_8138,Penfield Montessori Academy,2r/2x Charter,107
2017-18,8133_0100,Rocketship Southside Community Prep,2r/2x Charter,531
2017-18,8107_1279,School for Early Development and Achievement (SEDA),2r/2x Charter,81
2017-18,8001_8121,Seeds of Health Elementary Program,2r/2x Charter,435
2017-18,8001_8115,Tenor High,2r/2x Charter,227
2017-18,8001_8124,Veritas High,2r/2x Charter,252
2017-18,8136_8136,Stellar Collegiate Charter School,2r/2x Charter,120
2017-18,8137_8137,United Community Center Acosta Middle School,2r/2x Charter,113
2017-18,8113_8728,Woodlands School,2r/2x Charter,351
2017-18,8132_0100,Woodlands School East,2r/2x Charter,282
2018-19,8123_0100,Bruce Guadalupe,2r/2x Charter,1310
2018-19,8114_0100,Capitol West Academy,2r/2x Charter,280
2018-19,8105_1211,Central City Cyberschool,2r/2x Charter,412
2018-19,8109_0100,Darrell Lynn Hines Academy,2r/2x Charter,276
2018-19,8101_1056,Downtown Montessori,2r/2x Charter,299
2018-19,8131_0400,Escuela Verde,2r/2x Charter,120
2018-19,3619_0316,Academy of Accelerated Learning,Traditional Public,627
2018-19,3619_0162,ALBA - Academia de Lenguaje y Bellas Artes,Instrumentality Charter,511
2018-19,3619_0075,Alcott Elementary,Traditional Public,307
2018-19,3619_0073,Allen-Field Elementary,Traditional Public,590
2018-19,3619_0413,Alliance School of Milwaukee,Instrumentality Charter,203
2018-19,3619_0124,Andrew Douglas School,Traditional Public,158
2018-19,3619_1063,ASSATA High,Partnership,95
2018-19,3619_0434,Audubon Technology and Communication High,Traditional Public,387
2018-19,3619_0041,Audubon Technology and Communication Middle,Traditional Public,528
2018-19,3619_0077,Auer Avenue Elementary,Traditional Public,275
2018-19,3619_0432,Banner Preparatory School of Milwaukee,Partnership,58
2018-19,3619_0188,Barbee Elementary,Traditional Public,333
2018-19,3619_0081,Barton Elementary,Traditional Public,264
2018-19,3619_0012,Bay View High,Traditional Public,938
2018-19,3619_0112,Bay View Montessori School,Traditional Public,300
2018-19,3619_0356,Bethune Academy,Traditional Public,602
2018-19,3619_0014,Bradley Technology High,Traditional Public,1002
2018-19,3619_0089,Brown Street Academy,Traditional Public,316
2018-19,3619_0092,Browning Elementary,Traditional Public,339
2018-19,3619_0093,Bruce Elementary,Traditional Public,256
2018-19,3619_0094,Bryant Elementary,Traditional Public,221
2018-19,3619_0095,Burbank Elementary,Traditional Public,607
2018-19,3619_0098,Burdick Elementary,Traditional Public,629
2018-19,3619_0407,Carmen High School of Science and Technology South Campus,Non-Instrumentality Charter,396
2018-19,3619_0451,Carmen High School of Science and Technology Southeast Campus,Non-Instrumentality Charter,545
2018-19,3619_0213,Carmen Middle School of Science and Technology South Campus,Non-Instrumentality Charter,68
2018-19,3619_0444,Carmen Middle/High School of Science and Technology Northwest Campus,Non-Instrumentality Charter,666
2018-19,3619_0108,Carson Academy,Traditional Public,467
2018-19,3619_0178,Carver Academy,Traditional Public,407
2018-19,3619_0104,Cass Street Elementary,Traditional Public,416
2018-19,3619_0110,Clarke Street Elementary,Traditional Public,299
2018-19,3619_0114,Clemens Elementary,Traditional Public,316
2018-19,3619_0113,Clement Avenue Elementary,Traditional Public,423
2018-19,3619_0116,Congress Elementary,Traditional Public,749
2018-19,3619_0117,Cooper Elementary,Traditional Public,465
2018-19,3619_0501,Craig Montessori School,Traditional Public,363
2018-19,3619_0122,Curtin Elementary,Traditional Public,324
2018-19,3619_0850,Daniel Webster Secondary School,Traditional Public,159
2018-19,3619_0820,Daniels University Preparatory Academy,Non-Instrumentality Charter,178
2018-19,3619_0125,Doerfler Elementary,Traditional Public,613
2018-19,3619_0143,Eighty-First Street Elementary,Traditional Public,365
2018-19,3619_0148,Elm Creative Arts Elementary,Traditional Public,346
2018-19,3619_0150,Emerson Elementary,Traditional Public,255
2018-19,3619_0152,Engleburg Elementary,Traditional Public,297
2018-19,3619_0155,Fairview Elementary,Traditional Public,673
2018-19,3619_0158,Fernwood Montessori,Traditional Public,784
2018-19,3619_0170,Fifty-Third Street Elementary,Traditional Public,417
2018-19,3619_0173,Forest Home Elementary,Traditional Public,698
2018-19,3619_0179,Franklin Elementary,Traditional Public,376
2018-19,3619_0182,Fratney Elementary,Traditional Public,489
2018-19,3619_0185,Gaenslen Elementary,Traditional Public,725
2018-19,3619_0191,Garland Elementary,Traditional Public,630
2018-19,3619_0192,Goodrich Elementary,Traditional Public,354
2018-19,3619_0410,Grandview High,Partnership,227
2018-19,3619_0193,Grant Elementary,Traditional Public,657
2018-19,3619_0196,Grantosa Drive Elementary,Traditional Public,583
2018-19,3619_0120,Green Bay Avenue School,Traditional Public,149
2018-19,3619_0202,Greenfield Bilingual,Traditional Public,634
2018-19,3619_0236,Groppi High,Traditional Public,92
2018-19,3619_0018,Hamilton High,Traditional Public,1545
2018-19,3619_0205,Hampton Elementary,Traditional Public,234
2018-19,3619_0880,HAPA-Hmong American Peace Academy K3-12,Non-Instrumentality Charter,1708
2018-19,3619_0208,Hartford Avenue Elementary,Traditional Public,642
2018-19,3619_0211,Hawley Environmental School,Traditional Public,376
2018-19,3619_0212,Hawthorne Elementary,Traditional Public,287
2018-19,3619_0214,Hayes Bilingual School,Traditional Public,667
2018-19,3619_0217,Hi-Mount Elementary,Traditional Public,211
2018-19,3619_0852,Highland Community School,Non-Instrumentality Charter,415
2018-19,3619_0218,Holmes Elementary,Traditional Public,309
2018-19,3619_0334,Honey Creek Elementary,Instrumentality Charter,417
2018-19,3619_0253,Hopkins Lloyd Community School,Traditional Public,240
2018-19,3619_0223,Humboldt Park Elementary,Traditional Public,604
2018-19,3619_0165,IDEAL Individualized Developmental Educational Approaches to Learning,Instrumentality Charter,287
2018-19,3619_0377,Jackson Elementary,Traditional Public,308
2018-19,3619_0409,James Madison Academic Campus,Traditional Public,779
2018-19,3619_0232,Kagel Elementary,Traditional Public,263
2018-19,3619_0235,Keefe Avenue Elementary,Traditional Public,166
2018-19,3619_0237,Kilbourn Elementary,Traditional Public,315
2018-19,3619_0020,King International,Traditional Public,1546
2018-19,3619_0210,King International Baccalaureate Middle,Traditional Public,440
2018-19,3619_0199,King Jr Elementary,Traditional Public,290
2018-19,3619_0337,Kluge Elementary,Traditional Public,323
2018-19,3619_1121,La Causa Charter School,Non-Instrumentality Charter,778
2018-19,3619_0296,Lad Lake Synergy School,Partnership,45
2018-19,3619_0238,LaFollette Elementary,Traditional Public,265
2018-19,3619_0241,Lancaster Elementary,Traditional Public,319
2018-19,3619_0115,Lee Learning Center,Traditional Public,82
2018-19,3619_0250,Lincoln Avenue Elementary,Traditional Public,503
2018-19,3619_0006,Lincoln Middle,Traditional Public,648
2018-19,3619_0256,Longfellow Elementary,Traditional Public,866
2018-19,3619_0257,Lowell International Elementary,Traditional Public,249
2018-19,3619_0870,MacDowell Montessori School K3-12,Traditional Public,823
2018-19,3619_0265,Manitoba Elementary,Traditional Public,521
2018-19,3619_0267,Maple Tree Elementary,Traditional Public,291
2018-19,3619_0008,Marshall High,Traditional Public,865
2018-19,3619_0268,Maryland Montessori,Traditional Public,456
2018-19,3619_0176,Meir School,Traditional Public,1162
2018-19,3619_0525,Metcalfe Elementary,Traditional Public,286
2018-19,3619_0103,Milwaukee Academy of Chinese Language,Traditional Public,441
2018-19,3619_0123,Milwaukee College Preparatory School -- 36th Street Campus,Non-Instrumentality Charter,506
2018-19,3619_0111,Milwaukee College Preparatory School -- 38th Street,Non-Instrumentality Charter,506
2018-19,3619_0145,Milwaukee College Preparatory School -- Lloyd Street,Non-Instrumentality Charter,501
2018-19,3619_0121,Milwaukee College Preparatory School: Lola Rowe North Campus,Non-Instrumentality Charter,489
2018-19,3619_0441,Milwaukee Community Cyber High,Non-Instrumentality Charter,168
2018-19,3619_0315,Milwaukee County Youth Education Center,Traditional Public,22
2018-19,3619_0118,Milwaukee Environmental Science Academy,Non-Instrumentality Charter,414
2018-19,3619_0885,Milwaukee Excellence Charter School,Non-Instrumentality Charter,325
2018-19,3619_0140,Milwaukee French Immersion,Traditional Public,637
2018-19,3619_0146,Milwaukee German Immersion,Traditional Public,594
2018-19,3619_0038,Milwaukee High School of the Arts,Traditional Public,884
2018-19,3619_0362,Milwaukee Parkside School,Traditional Public,812
2018-19,3619_0071,Milwaukee School of Languages,Traditional Public,1182
2018-19,3619_0226,Milwaukee Sign Language Elementary,Traditional Public,593
2018-19,3619_0167,Milwaukee Spanish Immersion,Traditional Public,728
2018-19,3619_0274,Mitchell Elementary,Traditional Public,680
2018-19,3619_0277,Morgandale Elementary,Traditional Public,577
2018-19,3619_0052,Morse Mid,Traditional Public,395
2018-19,3619_0283,Neeskara Elementary,Traditional Public,386
2018-19,3619_1141,Next Door Charter,Non-Instrumentality Charter,278
2018-19,3619_0289,Ninety-Fifth Street Elementary,Traditional Public,409
2018-19,3619_0419,North Division High 0419,Traditional Public,348
2018-19,3619_0474,NOVA Tech-Northwest Opportunities Vocational Academy Technical High,Non-Instrumentality Charter,80
2018-19,3619_1072,NOVA-Northwest Opportunities Vocational Academy,Partnership,112
2018-19,3619_0840,Obama School of Career and Technical Education,Traditional Public,664
2018-19,3619_0301,Parkview Elementary,Traditional Public,394
2018-19,3619_0325,Pratt Elementary,Traditional Public,292
2018-19,3619_0458,Project STAY-Supporting Teachers and Youth,Traditional Public,203
2018-19,3619_0026,Pulaski High,Traditional Public,841
2018-19,3619_0435,Reagan College Preparatory High,Traditional Public,1352
2018-19,3619_0313,Riley Elementary,Traditional Public,477
2018-19,3619_0194,River Trail Elementary,Traditional Public,405
2018-19,3619_0029,Riverside High,Traditional Public,1496
2018-19,3619_0307,Riverwest Elementary,Traditional Public,349
2018-19,3619_0177,Rogers Street Academy,Traditional Public,657
2018-19,3619_0059,Roosevelt Middle,Traditional Public,345
